0.005,0,-0.00479615,0
0.01,0,-0.0939493,0
0.015,0,-0.178233,0
0.02,0,-0.25778,0
0.025,0,-0.332736,0
0.03,0,-0.403256,0
0.035,0,-0.469503,0
0.04,0,-0.531645,0
0.045,0,-0.589853,0
0.05,0,-0.644303,0
0.055,0,-0.695167,0
0.06,0,-0.74262,0
0.065,0,-0.786833,0
0.07,0,-0.827973,0
0.075,0,-0.866206,0
0.08,0,-0.90169,0
0.085,0,-0.934582,0
0.09,0,-0.965029,0
0.095,0,-0.993177,0
0.1,0,-1.01916,0
0.105,0,-1.04312,0
0.11,0,-1.06517,0
0.115,0,-1.08543,0
0.12,0,-1.10402,0
0.125,0,-1.12105,0
0.13,0,-1.13661,0
0.135,0,-1.15081,0
0.14,0,-1.16373,0
0.145,0,-1.17546,0
0.15,0,-1.18608,0
0.155,0,-1.19566,0
0.16,0,-1.20428,0
0.165,0,-1.21199,0
0.17,0,-1.21887,0
0.175,0,-1.22498,0
0.18,0,-1.23035,0
0.185,0,-1.23506,0
0.19,0,-1.23914,0
0.195,0,-1.24263,0
0.2,0,-1.24558,0
0.205,0,-1.24804,0
0.21,0,-1.25002,0
0.215,0,-1.25157,0
0.22,0,-1.25272,0
0.225,0,-1.2535,0
0.23,0,-1.25393,0
0.235,0,-1.25404,0
0.24,0,-1.25386,0
0.245,0,-1.25339,0
0.25,0,-1.25268,0
0.255,0,-1.25172,0
0.26,0,-1.25055,0
0.265,0,-1.24917,0
0.27,0,-1.24761,0
0.275,0,-1.24587,0
0.28,0,-1.24397,0
0.285,0,-1.24192,0
0.29,0,-1.23973,0
0.295,0,-1.23742,0
0.3,0,-1.23499,0
0.305,0,-1.23245,0
0.31,0,-1.22981,0
0.315,0,-1.22708,0
0.32,0,-1.22426,0
0.325,0,-1.22136,0
0.33,0,-1.2184,0
0.335,0,-1.21536,0
0.34,0,-1.21227,0
0.345,0,-1.20912,0
0.35,0,-1.20592,0
0.355,0,-1.20267,0
0.36,0,-1.19937,0
0.365,0,-1.19604,0
0.37,0,-1.19267,0
0.375,0,-1.18927,0
0.38,0,-1.18584,0
0.385,0,-1.18239,0
0.39,0,-1.1789,0
0.395,0,-1.1754,0
0.4,0,-1.17188,0
0.405,0,-1.16833,0
0.41,0,-1.16478,0
0.415,0,-1.1612,0
0.42,0,-1.15762,0
0.425,0,-1.15402,0
0.43,0,-1.15042,0
0.435,0,-1.14681,0
0.44,0,-1.14319,0
0.445,0,-1.13956,0
0.45,0,-1.13593,0
0.455,0,-1.13229,0
0.46,0,-1.12865,0
0.465,0,-1.12501,0
0.47,0,-1.12137,0
0.475,0,-1.11773,0
0.48,0,-1.11409,0
0.485,0,-1.11045,0
0.49,0,-1.10681,0
0.495,0,-1.10317,0
0.5,0,-1.09953,0
0.505,0,-1.0959,0
0.51,0,-1.09227,0
0.515,0,-1.08864,0
0.52,0,-1.08502,0
0.525,0,-1.0814,0
0.53,0,-1.07779,0
0.535,0,-1.07418,0
0.54,0,-1.07058,0
0.545,0,-1.06698,0
0.55,0,-1.06339,0
0.555,0,-1.0598,0
0.56,0,-1.05623,0
0.565,0,-1.05265,0
0.57,0,-1.04909,0
0.575,0,-1.04553,0
0.58,0,-1.04197,0
0.585,0,-1.03843,0
0.59,0,-1.03489,0
0.595,0,-1.03136,0
0.6,0,-1.02784,0
0.605,0,-1.02432,0
0.61,0,-1.02081,0
0.615,0,-1.01731,0
0.62,0,-1.01382,0
0.625,0,-1.01033,0
0.63,0,-1.00686,0
0.635,0,-1.00339,0
0.64,0,-0.999926,0
0.645,0,-0.996473,0
0.65,0,-0.993029,0
0.655,0,-0.989593,0
0.66,0,-0.986165,0
0.665,0,-0.982745,0
0.67,0,-0.979333,0
0.675,0,-0.97593,0
0.68,0,-0.972536,0
0.685,0,-0.96915,0
0.69,0,-0.965772,0
0.695,0,-0.962403,0
0.7,0,-0.959042,0
0.705,0,-0.95569,0
0.71,0,-0.952347,0
0.715,0,-0.949012,0
0.72,0,-0.945685,0
0.725,0,-0.942367,0
0.73,0,-0.939058,0
0.735,0,-0.935758,0
0.74,0,-0.932466,0
0.745,0,-0.929182,0
0.75,0,-0.925908,0
0.755,0,-0.922642,0
0.76,0,-0.919384,0
0.765,0,-0.916135,0
0.77,0,-0.912895,0
0.775,0,-0.909664,0
0.78,0,-0.906441,0
0.785,0,-0.903227,0
0.79,0,-0.900021,0
0.795,0,-0.896824,0
0.8,0,-0.893636,0
0.805,0,-0.890456,0
0.81,0,-0.887285,0
0.815,0,-0.884122,0
0.82,0,-0.880969,0
0.825,0,-0.877823,0
0.83,0,-0.874687,0
0.835,0,-0.871559,0
0.84,0,-0.868439,0
0.845,0,-0.865329,0
0.85,0,-0.862226,0
0.855,0,-0.859133,0
0.86,0,-0.856048,0
0.865,0,-0.852971,0
0.87,0,-0.849903,0
0.875,0,-0.846844,0
0.88,0,-0.843793,0
0.885,0,-0.84075,0
0.89,0,-0.837717,0
0.895,0,-0.834691,0
0.9,0,-0.831675,0
0.905,0,-0.828666,0
0.91,0,-0.825666,0
0.915,0,-0.822675,0
0.92,0,-0.819692,0
0.925,0,-0.816718,0
0.93,0,-0.813752,0
0.935,0,-0.810794,0
0.94,0,-0.807845,0
0.945,0,-0.804904,0
0.95,0,-0.801972,0
0.955,0,-0.799048,0
0.96,0,-0.796132,0
0.965,0,-0.793225,0
0.97,0,-0.790326,0
0.975,0,-0.787436,0
0.98,0,-0.784554,0
0.985,0,-0.78168,0
0.99,0,-0.778814,0
0.995,0,-0.775957,0
1,0,-0.773108,0
1.005,0,-0.770268,0
1.01,0,-0.767435,0
1.015,0,-0.764611,0
1.02,0,-0.761796,0
1.025,0,-0.758988,0
1.03,0,-0.756189,0
1.035,0,-0.753397,0
1.04,0,-0.750614,0
1.045,0,-0.74784,0
1.05,0,-0.745073,0
1.055,0,-0.742315,0
1.06,0,-0.739564,0
1.065,0,-0.736822,0
1.07,0,-0.734088,0
1.075,0,-0.731362,0
1.08,0,-0.728644,0
1.085,0,-0.725935,0
1.09,0,-0.723233,0
1.095,0,-0.72054,0
1.1,0,-0.717854,0
1.105,0,-0.715177,0
1.11,0,-0.712507,0
1.115,0,-0.709846,0
1.12,0,-0.707192,0
1.125,0,-0.704547,0
1.13,0,-0.701909,0
1.135,0,-0.69928,0
1.14,0,-0.696658,0
1.145,0,-0.694045,0
1.15,0,-0.691439,0
1.155,0,-0.688841,0
1.16,0,-0.686251,0
1.165,0,-0.683669,0
1.17,0,-0.681095,0
1.175,0,-0.678529,0
1.18,0,-0.675971,0
1.185,0,-0.67342,0
1.19,0,-0.670877,0
1.195,0,-0.668342,0
1.2,0,-0.665815,0
1.205,0,-0.663296,0
1.21,0,-0.660784,0
1.215,0,-0.65828,0
